concurso,data,numeros,numeros_str,arrecadacao,ganhadores_20,ganhadores_19,ganhadores_18,ganhadores_17,ganhadores_16,ganhadores_0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
1180,2007-06-04,"[2, 3, 17, 19, 30, 35, 37, 39, 44, 47, 48, 49, 55, 68, 71, 75, 85, 88, 96, 99]",02-03-17-19-30-35-37-39-44-47-48-49-55-68-71-75-85-88-96-99,13653086,2,17,207,1950,10907,7,2,3,17,19,30,35,37,39,44,47,48,49,55,68,71,75,85,88,96,99
1181,2007-06-07,"[7, 8, 10, 20, 26, 29, 36, 37, 41, 53, 57, 59, 61, 65, 68, 70, 76, 77, 89, 94]",07-08-10-20-26-29-36-37-41-53-57-59-61-65-68-70-76-77-89-94,14013292,1,7,246,1085,7222,7,7,8,10,20,26,29,36,37,41,53,57,59,61,65,68,70,76,77,89,94
1182,2007-06-09,"[4, 5, 6, 9, 22, 23, 24, 29, 35, 43, 48, 54, 57, 62, 66, 77, 82, 94, 95, 97]",04-05-06-09-22-23-24-29-35-43-48-54-57-62-66-77-82-94-95-97,16677531,2,37,200,772,9549,6,4,5,6,9,22,23,24,29,35,43,48,54,57,62,66,77,82,94,95,97
1183,2007-06-11,"[11, 12, 21, 22, 25, 27, 28, 29, 33, 40, 42, 46, 52, 57, 72, 73, 74, 82, 86, 99]",11-12-21-22-25-27-28-29-33-40-42-46-52-57-72-73-74-82-86-99,14360098,2,12,175,940,9104,2,11,12,21,22,25,27,28,29,33,40,42,46,52,57,72,73,74,82,86,99
1184,2007-06-13,"[0, 6, 13, 20, 30, 31, 34, 35, 38, 46, 60, 61, 69, 71, 79, 80, 86, 91, 92, 96]",00-06-13-20-30-31-34-35-38-46-60-61-69-71-79-80-86-91-92-96,10163886,3,39,144,1329,5219,10,0,6,13,20,30,31,34,35,38,46,60,61,69,71,79,80,86,91,92,96
1185,2007-06-16,"[2, 7, 9, 22, 28, 32, 39, 41, 46, 51, 56, 64, 65, 69, 78, 81, 82, 85, 86, 90]",02-07-09-22-28-32-39-41-46-51-56-64-65-69-78-81-82-85-86-90,11363901,2,10,168,1498,10864,2,2,7,9,22,28,32,39,41,46,51,56,64,65,69,78,81,82,85,86,90
1186,2007-06-18,"[1, 8, 12, 18, 19, 45, 48, 52, 60, 63, 66, 68, 70, 73, 77, 78, 82, 88, 90, 99]",01-08-12-18-19-45-48-52-60-63-66-68-70-73-77-78-82-88-90-99,6596652,1,24,267,1752,14246,6,1,8,12,18,19,45,48,52,60,63,66,68,70,73,77,78,82,88,90,99
1187,2007-06-20,"[1, 14, 21, 23, 30, 33, 36, 40, 43, 45, 49, 52, 55, 56, 59, 62, 63, 72, 75, 83]",01-14-21-23-30-33-36-40-43-45-49-52-55-56-59-62-63-72-75-83,12157185,1,7,172,1716,11025,7,1,14,21,23,30,33,36,40,43,45,49,52,55,56,59,62,63,72,75,83
1188,2007-06-23,"[14, 17, 22, 23, 25, 29, 30, 34, 46, 47, 51, 53, 67, 71, 76, 78, 79, 81, 82, 84]",14-17-22-23-25-29-30-34-46-47-51-53-67-71-76-78-79-81-82-84,14710042,2,28,288,1587,10098,4,14,17,22,23,25,29,30,34,46,47,51,53,67,71,76,78,79,81,82,84
1189,2007-06-25,"[3, 4, 12, 13, 20, 25, 34, 37, 43, 44, 57, 60, 61, 70, 71, 81, 82, 88, 91, 95]",03-04-12-13-20-25-34-37-43-44-57-60-61-70-71-81-82-88-91-95,15734875,1,45,264,1748,7682,10,3,4,12,13,20,25,34,37,43,44,57,60,61,70,71,81,82,88,91,95
1190,2007-06-27,"[7, 8, 9, 10, 12, 20, 22, 24, 32, 45, 49, 58, 60, 64, 65, 67, 74, 77, 90, 99]",07-08-09-10-12-20-22-24-32-45-49-58-60-64-65-67-74-77-90-99,11192150,1,33,128,1820,5416,7,7,8,9,10,12,20,22,24,32,45,49,58,60,64,65,67,74,77,90,99
1191,2007-06-30,"[14, 18, 19, 25, 27, 30, 38, 39, 43, 52, 64, 73, 79, 84, 87, 91, 93, 95, 96, 97]",14-18-19-25-27-30-38-39-43-52-64-73-79-84-87-91-93-95-96-97,17962480,2,50,298,1551,7742,4,14,18,19,25,27,30,38,39,43,52,64,73,79,84,87,91,93,95,96,97
1192,2007-07-02,"[3, 9, 21, 28, 41, 51, 53, 54, 55, 60, 61, 65, 69, 70, 79, 84, 89, 91, 92, 98]",03-09-21-28-41-51-53-54-55-60-61-65-69-70-79-84-89-91-92-98,13775792,3,17,204,1432,14304,7,3,9,21,28,41,51,53,54,55,60,61,65,69,70,79,84,89,91,92,98
1193,2007-07-04,"[8, 18, 19, 27, 30, 31, 36, 38, 41, 48, 55, 60, 62, 70, 71, 74, 77, 81, 84, 95]",08-18-19-27-30-31-36-38-41-48-55-60-62-70-71-74-77-81-84-95,10767629,0,10,150,1361,5375,5,8,18,19,27,30,31,36,38,41,48,55,60,62,70,71,74,77,81,84,95
1194,2007-07-06,"[0, 20, 21, 22, 24, 31, 32, 34, 35, 44, 46, 47, 55, 64, 70, 80, 83, 90, 92, 96]",00-20-21-22-24-31-32-34-35-44-46-47-55-64-70-80-83-90-92-96,13112637,1,10,99,1272,6690,7,0,20,21,22,24,31,32,34,35,44,46,47,55,64,70,80,83,90,92,96
1195,2007-07-09,"[2, 3, 9, 11, 16, 20, 23, 24, 27, 34, 40, 42, 45, 54, 58, 59, 70, 73, 77, 84]",02-03-09-11-16-20-23-24-27-34-40-42-45-54-58-59-70-73-77-84,5420605,1,5,201,1526,11133,8,2,3,9,11,16,20,23,24,27,34,40,42,45,54,58,59,70,73,77,84
1196,2007-07-11,"[0, 7, 15, 17, 32, 35, 36, 37, 43, 44, 53, 60, 72, 84, 85, 90, 95, 96, 97, 99]",00-07-15-17-32-35-36-37-43-44-53-60-72-84-85-90-95-96-97-99,16672713,3,9,101,1564,12088,9,0,7,15,17,32,35,36,37,43,44,53,60,72,84,85,90,95,96,97,99
1197,2007-07-13,"[11, 12, 15, 18, 21, 25, 36, 43, 54, 56, 57, 63, 69, 72, 79, 82, 86, 87, 90, 92]",11-12-15-18-21-25-36-43-54-56-57-63-69-72-79-82-86-87-90-92,8717028,1,28,129,1633,10951,9,11,12,15,18,21,25,36,43,54,56,57,63,69,72,79,82,86,87,90,92
1198,2007-07-16,"[6, 7, 10, 13, 24, 31, 33, 34, 37, 50, 52, 54, 61, 63, 65, 68, 72, 75, 89, 94]",06-07-10-13-24-31-33-34-37-50-52-54-61-63-65-68-72-75-89-94,11554380,1,12,94,1435,8090,4,6,7,10,13,24,31,33,34,37,50,52,54,61,63,65,68,72,75,89,94
1199,2007-07-18,"[2, 5, 13, 24, 29, 33, 34, 39, 40, 47, 48, 52, 54, 56, 61, 72, 75, 87, 96, 98]",02-05-13-24-29-33-34-39-40-47-48-52-54-56-61-72-75-87-96-98,5553566,2,42,268,919,9600,4,2,5,13,24,29,33,34,39,40,47,48,52,54,56,61,72,75,87,96,98
1200,2007-07-20,"[2, 13, 21, 22, 24, 28, 32, 35, 39, 45, 47, 53, 56, 71, 78, 82, 87, 89, 90, 98]",02-13-21-22-24-28-32-35-39-45-47-53-56-71-78-82-87-89-90-98,11685557,0,29,68,982,6124,10,2,13,21,22,24,28,32,35,39,45,47,53,56,71,78,82,87,89,90,98
1201,2007-07-23,"[1, 4, 5, 7, 12, 14, 16, 20, 25, 32, 36, 40, 44, 50, 64, 70, 73, 81, 82, 87]",01-04-05-07-12-14-16-20-25-32-36-40-44-50-64-70-73-81-82-87,9120494,2,33,83,1195,13924,4,1,4,5,7,12,14,16,20,25,32,36,40,44,50,64,70,73,81,82,87
1202,2007-07-25,"[0, 4, 6, 9, 22, 30, 40, 52, 54, 62, 64, 65, 67, 68, 71, 76, 77, 88, 91, 92]",00-04-06-09-22-30-40-52-54-62-64-65-67-68-71-76-77-88-91-92,15197311,2,42,249,1872,14905,8,0,4,6,9,22,30,40,52,54,62,64,65,67,68,71,76,77,88,91,92
1203,2007-07-27,"[15, 16, 18, 21, 27, 30, 31, 32, 34, 38, 40, 47, 48, 51, 63, 65, 67, 77, 79, 93]",15-16-18-21-27-30-31-32-34-38-40-47-48-51-63-65-67-77-79-93,18007168,1,8,188,1886,9593,8,15,16,18,21,27,30,31,32,34,38,40,47,48,51,63,65,67,77,79,93
1204,2007-07-29,"[3, 9, 15, 22, 23, 24, 28, 30, 35, 36, 41, 43, 45, 53, 58, 64, 68, 72, 81, 96]",03-09-15-22-23-24-28-30-35-36-41-43-45-53-58-64-68-72-81-96,11897489,3,16,229,1434,10970,6,3,9,15,22,23,24,28,30,35,36,41,43,45,53,58,64,68,72,81,96
1205,2007-08-01,"[4, 6, 9, 12, 13, 21, 31, 32, 36, 40, 48, 49, 51, 53, 54, 68, 69, 70, 72, 92]",04-06-09-12-13-21-31-32-36-40-48-49-51-53-54-68-69-70-72-92,13568061,0,50,65,1038,5363,9,4,6,9,12,13,21,31,32,36,40,48,49,51,53,54,68,69,70,72,92
1206,2007-08-03,"[1, 6, 11, 13, 15, 19, 25, 27, 30, 32, 35, 40, 41, 46, 51, 57, 79, 86, 97, 99]",01-06-11-13-15-19-25-27-30-32-35-40-41-46-51-57-79-86-97-99,10178742,3,39,276,1672,14947,8,1,6,11,13,15,19,25,27,30,32,35,40,41,46,51,57,79,86,97,99
1207,2007-08-05,"[2, 5, 8, 11, 21, 30, 34, 38, 47, 48, 52, 61, 70, 74, 83, 89, 91, 94, 98, 99]",02-05-08-11-21-30-34-38-47-48-52-61-70-74-83-89-91-94-98-99,14854088,3,15,300,1664,7190,5,2,5,8,11,21,30,34,38,47,48,52,61,70,74,83,89,91,94,98,99
1208,2007-08-08,"[1, 2, 5, 18, 20, 24, 28, 30, 46, 47, 53, 74, 83, 85, 86, 87, 91, 93, 94, 98]",01-02-05-18-20-24-28-30-46-47-53-74-83-85-86-87-91-93-94-98,18869656,2,46,103,874,8992,3,1,2,5,18,20,24,28,30,46,47,53,74,83,85,86,87,91,93,94,98
1209,2007-08-10,"[0, 7, 22, 26, 31, 32, 34, 39, 41, 44, 52, 54, 61, 64, 66, 71, 84, 87, 89, 92]",00-07-22-26-31-32-34-39-41-44-52-54-61-64-66-71-84-87-89-92,16374888,3,20,116,1103,13139,5,0,7,22,26,31,32,34,39,41,44,52,54,61,64,66,71,84,87,89,92
1210,2007-08-12,"[1, 10, 16, 21, 28, 36, 42, 43, 50, 52, 53, 62, 65, 72, 73, 74, 78, 82, 85, 86]",01-10-16-21-28-36-42-43-50-52-53-62-65-72-73-74-78-82-85-86,5351313,0,25,67,1354,7076,3,1,10,16,21,28,36,42,43,50,52,53,62,65,72,73,74,78,82,85,86
1211,2007-08-15,"[0, 12, 15, 19, 20, 21, 26, 33, 38, 39, 40, 42, 47, 57, 59, 69, 71, 81, 95, 98]",00-12-15-19-20-21-26-33-38-39-40-42-47-57-59-69-71-81-95-98,7055448,2,19,210,1395,10474,5,0,12,15,19,20,21,26,33,38,39,40,42,47,57,59,69,71,81,95,98
1212,2007-08-17,"[0, 2, 10, 12, 27, 38, 42, 44, 49, 62, 66, 72, 78, 84, 87, 88, 90, 91, 93, 98]",00-02-10-12-27-38-42-44-49-62-66-72-78-84-87-88-90-91-93-98,18103551,1,23,193,1242,10373,5,0,2,10,12,27,38,42,44,49,62,66,72,78,84,87,88,90,91,93,98
1213,2007-08-19,"[6, 9, 10, 11, 19, 25, 32, 33, 36, 40, 44, 47, 49, 54, 55, 82, 83, 84, 97, 98]",06-09-10-11-19-25-32-33-36-40-44-47-49-54-55-82-83-84-97-98,10149710,3,18,161,1552,11617,7,6,9,10,11,19,25,32,33,36,40,44,47,49,54,55,82,83,84,97,98
1214,2007-08-21,"[8, 11, 18, 22, 31, 41, 44, 49, 58, 59, 64, 65, 71, 77, 78, 84, 89, 91, 94, 95]",08-11-18-22-31-41-44-49-58-59-64-65-71-77-78-84-89-91-94-95,19831084,0,6,179,1476,6625,4,8,11,18,22,31,41,44,49,58,59,64,65,71,77,78,84,89,91,94,95
1215,2007-08-24,"[5, 6, 10, 11, 17, 31, 46, 49, 51, 53, 64, 70, 72, 80, 84, 92, 95, 96, 97, 98]",05-06-10-11-17-31-46-49-51-53-64-70-72-80-84-92-95-96-97-98,18656279,3,16,210,1374,7272,9,5,6,10,11,17,31,46,49,51,53,64,70,72,80,84,92,95,96,97,98
1216,2007-08-26,"[20, 26, 27, 32, 38, 41, 46, 52, 54, 56, 61, 63, 65, 71, 73, 80, 83, 88, 92, 96]",20-26-27-32-38-41-46-52-54-56-61-63-65-71-73-80-83-88-92-96,8690067,3,10,280,615,13530,4,20,26,27,32,38,41,46,52,54,56,61,63,65,71,73,80,83,88,92,96
1217,2007-08-28,"[0, 1, 4, 5, 12, 15, 32, 39, 43, 45, 46, 50, 52, 55, 56, 58, 60, 80, 88, 95]",00-01-04-05-12-15-32-39-43-45-46-50-52-55-56-58-60-80-88-95,19867177,3,16,250,1617,5938,10,0,1,4,5,12,15,32,39,43,45,46,50,52,55,56,58,60,80,88,95
1218,2007-08-31,"[0, 14, 23, 32, 33, 36, 44, 49, 52, 53, 56, 59, 62, 69, 79, 83, 87, 88, 96, 97]",00-14-23-32-33-36-44-49-52-53-56-59-62-69-79-83-87-88-96-97,14613433,0,35,125,733,7554,2,0,14,23,32,33,36,44,49,52,53,56,59,62,69,79,83,87,88,96,97
1219,2007-09-02,"[2, 5, 8, 11, 15, 17, 29, 31, 34, 42, 55, 56, 64, 67, 68, 72, 76, 80, 88, 97]",02-05-08-11-15-17-29-31-34-42-55-56-64-67-68-72-76-80-88-97,11532260,0,39,226,1235,11049,3,2,5,8,11,15,17,29,31,34,42,55,56,64,67,68,72,76,80,88,97
1220,2007-09-04,"[1, 13, 14, 26, 32, 33, 36, 38, 42, 43, 44, 48, 52, 59, 61, 69, 75, 82, 87, 97]",01-13-14-26-32-33-36-38-42-43-44-48-52-59-61-69-75-82-87-97,13677534,2,39,295,649,13135,10,1,13,14,26,32,33,36,38,42,43,44,48,52,59,61,69,75,82,87,97
1221,2007-09-07,"[2, 12, 34, 38, 39, 40, 51, 54, 56, 63, 66, 69, 70, 71, 78, 84, 85, 88, 95, 96]",02-12-34-38-39-40-51-54-56-63-66-69-70-71-78-84-85-88-95-96,18171485,3,11,64,1237,11972,10,2,12,34,38,39,40,51,54,56,63,66,69,70,71,78,84,85,88,95,96
1222,2007-09-09,"[0, 5, 7, 10, 14, 21, 27, 33, 37, 42, 46, 49, 52, 61, 63, 66, 85, 88, 90, 92]",00-05-07-10-14-21-27-33-37-42-46-49-52-61-63-66-85-88-90-92,18946165,0,22,60,842,5891,5,0,5,7,10,14,21,27,33,37,42,46,49,52,61,63,66,85,88,90,92
1223,2007-09-11,"[1, 5, 10, 12, 13, 27, 40, 41, 43, 44, 50, 67, 69, 74, 75, 77, 78, 81, 84, 94]",01-05-10-12-13-27-40-41-43-44-50-67-69-74-75-77-78-81-84-94,13336997,2,11,92,1846,12382,9,1,5,10,12,13,27,40,41,43,44,50,67,69,74,75,77,78,81,84,94
1224,2007-09-13,"[1, 2, 4, 8, 12, 25, 27, 34, 36, 41, 48, 50, 55, 61, 75, 76, 78, 92, 94, 99]",01-02-04-08-12-25-27-34-36-41-48-50-55-61-75-76-78-92-94-99,14474790,3,16,165,738,9350,6,1,2,4,8,12,25,27,34,36,41,48,50,55,61,75,76,78,92,94,99
1225,2007-09-16,"[19, 23, 25, 27, 29, 30, 37, 38, 39, 40, 52, 53, 59, 67, 78, 83, 86, 87, 92, 98]",19-23-25-27-29-30-37-38-39-40-52-53-59-67-78-83-86-87-92-98,9731601,0,9,113,1202,6010,2,19,23,25,27,29,30,37,38,39,40,52,53,59,67,78,83,86,87,92,98
1226,2007-09-18,"[4, 5, 18, 21, 25, 31, 44, 50, 52, 54, 55, 59, 65, 66, 69, 73, 82, 89, 97, 98]",04-05-18-21-25-31-44-50-52-54-55-59-65-66-69-73-82-89-97-98,16631386,3,33,298,1868,6817,9,4,5,18,21,25,31,44,50,52,54,55,59,65,66,69,73,82,89,97,98
1227,2007-09-20,"[2, 8, 9, 10, 24, 31, 35, 36, 43, 46, 54, 56, 58, 63, 64, 72, 73, 74, 83, 94]",02-08-09-10-24-31-35-36-43-46-54-56-58-63-64-72-73-74-83-94,7265192,3,43,91,1124,9222,6,2,8,9,10,24,31,35,36,43,46,54,56,58,63,64,72,73,74,83,94
1228,2007-09-23,"[8, 17, 18, 19, 20, 23, 25, 34, 47, 50, 51, 55, 57, 71, 73, 78, 80, 81, 83, 88]",08-17-18-19-20-23-25-34-47-50-51-55-57-71-73-78-80-81-83-88,5213012,0,17,152,1486,13878,3,8,17,18,19,20,23,25,34,47,50,51,55,57,71,73,78,80,81,83,88
1229,2007-09-25,"[1, 5, 16, 25, 35, 39, 40, 46, 47, 49, 53, 60, 61, 64, 66, 72, 85, 88, 91, 94]",01-05-16-25-35-39-40-46-47-49-53-60-61-64-66-72-85-88-91-94,11065917,0,35,244,995,9062,2,1,5,16,25,35,39,40,46,47,49,53,60,61,64,66,72,85,88,91,94
1230,2007-09-27,"[31, 34, 36, 43, 45, 48, 54, 57, 60, 63, 65, 73, 77, 78, 80, 87, 88, 89, 96, 99]",31-34-36-43-45-48-54-57-60-63-65-73-77-78-80-87-88-89-96-99,12237901,3,11,281,589,11109,8,31,34,36,43,45,48,54,57,60,63,65,73,77,78,80,87,88,89,96,99
1231,2007-09-30,"[10, 11, 22, 23, 30, 40, 49, 50, 53, 56, 61, 63, 64, 68, 81, 89, 91, 95, 97, 98]",10-11-22-23-30-40-49-50-53-56-61-63-64-68-81-89-91-95-97-98,5940829,3,8,165,1407,9971,5,10,11,22,23,30,40,49,50,53,56,61,63,64,68,81,89,91,95,97,98
1232,2007-10-02,"[2, 3, 4, 6, 15, 23, 30, 39, 41, 44, 49, 50, 51, 52, 56, 64, 65, 77, 85, 96]",02-03-04-06-15-23-30-39-41-44-49-50-51-52-56-64-65-77-85-96,7744545,2,6,71,537,8844,2,2,3,4,6,15,23,30,39,41,44,49,50,51,52,56,64,65,77,85,96
1233,2007-10-04,"[4, 7, 9, 10, 12, 13, 17, 25, 27, 35, 47, 48, 51, 54, 58, 62, 63, 70, 85, 86]",04-07-09-10-12-13-17-25-27-35-47-48-51-54-58-62-63-70-85-86,12711282,3,20,298,1844,11106,3,4,7,9,10,12,13,17,25,27,35,47,48,51,54,58,62,63,70,85,86
1234,2007-10-06,"[2, 4, 19, 20, 26, 28, 34, 35, 45, 49, 50, 53, 61, 65, 67, 69, 76, 80, 86, 87]",02-04-19-20-26-28-34-35-45-49-50-53-61-65-67-69-76-80-86-87,5260781,3,36,217,1190,9628,10,2,4,19,20,26,28,34,35,45,49,50,53,61,65,67,69,76,80,86,87
1235,2007-10-09,"[2, 4, 6, 7, 22, 24, 29, 35, 40, 54, 58, 62, 66, 83, 84, 85, 87, 88, 93, 99]",02-04-06-07-22-24-29-35-40-54-58-62-66-83-84-85-87-88-93-99,12718818,0,26,281,1906,14763,6,2,4,6,7,22,24,29,35,40,54,58,62,66,83,84,85,87,88,93,99
1236,2007-10-11,"[8, 10, 11, 15, 20, 26, 27, 28, 31, 43, 58, 60, 61, 62, 66, 73, 82, 91, 98, 99]",08-10-11-15-20-26-27-28-31-43-58-60-61-62-66-73-82-91-98-99,13046409,0,8,277,808,11748,6,8,10,11,15,20,26,27,28,31,43,58,60,61,62,66,73,82,91,98,99
1237,2007-10-13,"[0, 3, 5, 9, 10, 13, 26, 27, 28, 29, 35, 51, 58, 60, 68, 79, 85, 86, 88, 90]",00-03-05-09-10-13-26-27-28-29-35-51-58-60-68-79-85-86-88-90,8508850,0,6,254,1398,13682,5,0,3,5,9,10,13,26,27,28,29,35,51,58,60,68,79,85,86,88,90
1238,2007-10-16,"[3, 7, 8, 11, 21, 27, 35, 39, 43, 45, 46, 49, 56, 64, 75, 78, 80, 87, 94, 97]",03-07-08-11-21-27-35-39-43-45-46-49-56-64-75-78-80-87-94-97,8985947,0,11,72,1182,8359,7,3,7,8,11,21,27,35,39,43,45,46,49,56,64,75,78,80,87,94,97
1239,2007-10-18,"[12, 16, 17, 28, 31, 40, 41, 43, 59, 63, 70, 76, 81, 83, 87, 88, 93, 94, 98, 99]",12-16-17-28-31-40-41-43-59-63-70-76-81-83-87-88-93-94-98-99,13847837,3,10,261,1471,10303,7,12,16,17,28,31,40,41,43,59,63,70,76,81,83,87,88,93,94,98,99
1240,2007-10-20,"[1, 2, 9, 11, 15, 16, 26, 28, 33, 34, 42, 50, 51, 62, 79, 81, 82, 84, 85, 98]",01-02-09-11-15-16-26-28-33-34-42-50-51-62-79-81-82-84-85-98,6914768,0,39,103,1947,6646,4,1,2,9,11,15,16,26,28,33,34,42,50,51,62,79,81,82,84,85,98
1241,2007-10-23,"[0, 1, 4, 9, 12, 15, 20, 22, 26, 33, 40, 43, 63, 73, 75, 76, 78, 79, 88, 93]",00-01-04-09-12-15-20-22-26-33-40-43-63-73-75-76-78-79-88-93,18474178,2,9,124,1006,7391,4,0,1,4,9,12,15,20,22,26,33,40,43,63,73,75,76,78,79,88,93
1242,2007-10-25,"[1, 8, 18, 23, 25, 26, 31, 43, 50, 52, 54, 60, 62, 67, 68, 70, 73, 80, 82, 91]",01-08-18-23-25-26-31-43-50-52-54-60-62-67-68-70-73-80-82-91,18429135,2,26,66,1729,12864,4,1,8,18,23,25,26,31,43,50,52,54,60,62,67,68,70,73,80,82,91
1243,2007-10-27,"[1, 11, 16, 26, 27, 32, 33, 35, 36, 40, 47, 56, 58, 61, 66, 77, 81, 82, 85, 89]",01-11-16-26-27-32-33-35-36-40-47-56-58-61-66-77-81-82-85-89,13591991,2,12,209,1074,13331,3,1,11,16,26,27,32,33,35,36,40,47,56,58,61,66,77,81,82,85,89
1244,2007-10-29,"[2, 4, 17, 23, 26, 32, 35, 36, 39, 41, 45, 54, 70, 75, 81, 84, 87, 90, 91, 93]",02-04-17-23-26-32-35-36-39-41-45-54-70-75-81-84-87-90-91-93,12702229,2,17,82,1405,12503,8,2,4,17,23,26,32,35,36,39,41,45,54,70,75,81,84,87,90,91,93
1245,2007-11-01,"[3, 7, 17, 19, 21, 24, 25, 32, 34, 37, 49, 57, 61, 65, 70, 83, 87, 93, 95, 96]",03-07-17-19-21-24-25-32-34-37-49-57-61-65-70-83-87-93-95-96,14667153,3,30,164,672,8745,3,3,7,17,19,21,24,25,32,34,37,49,57,61,65,70,83,87,93,95,96
1246,2007-11-03,"[8, 9, 10, 11, 23, 35, 37, 38, 42, 44, 51, 65, 68, 69, 76, 79, 80, 82, 92, 93]",08-09-10-11-23-35-37-38-42-44-51-65-68-69-76-79-80-82-92-93,18515016,0,48,283,722,5093,7,8,9,10,11,23,35,37,38,42,44,51,65,68,69,76,79,80,82,92,93
1247,2007-11-05,"[2, 7, 9, 12, 16, 19, 29, 32, 40, 48, 55, 59, 65, 72, 73, 79, 84, 91, 94, 99]",02-07-09-12-16-19-29-32-40-48-55-59-65-72-73-79-84-91-94-99,7632325,2,16,50,969,13812,7,2,7,9,12,16,19,29,32,40,48,55,59,65,72,73,79,84,91,94,99
1248,2007-11-08,"[3, 7, 9, 14, 18, 19, 26, 27, 29, 38, 39, 47, 48, 54, 58, 64, 67, 75, 84, 89]",03-07-09-14-18-19-26-27-29-38-39-47-48-54-58-64-67-75-84-89,11203898,2,35,117,861,7762,5,3,7,9,14,18,19,26,27,29,38,39,47,48,54,58,64,67,75,84,89
1249,2007-11-10,"[2, 4, 11, 12, 23, 25, 31, 40, 41, 47, 51, 52, 53, 59, 62, 63, 65, 69, 73, 98]",02-04-11-12-23-25-31-40-41-47-51-52-53-59-62-63-65-69-73-98,11120855,2,39,203,1792,10204,2,2,4,11,12,23,25,31,40,41,47,51,52,53,59,62,63,65,69,73,98
1250,2007-11-12,"[2, 9, 13, 16, 18, 28, 34, 43, 47, 49, 51, 52, 69, 70, 79, 82, 83, 84, 91, 98]",02-09-13-16-18-28-34-43-47-49-51-52-69-70-79-82-83-84-91-98,19624114,1,39,151,1594,9769,3,2,9,13,16,18,28,34,43,47,49,51,52,69,70,79,82,83,84,91,98
1251,2007-11-15,"[2, 3, 12, 14, 20, 22, 24, 30, 46, 48, 65, 67, 68, 70, 76, 79, 89, 90, 95, 96]",02-03-12-14-20-22-24-30-46-48-65-67-68-70-76-79-89-90-95-96,13704562,1,13,182,1344,12707,9,2,3,12,14,20,22,24,30,46,48,65,67,68,70,76,79,89,90,95,96
1252,2007-11-17,"[1, 11, 14, 16, 17, 22, 30, 32, 33, 34, 41, 45, 54, 57, 63, 64, 65, 81, 82, 93]",01-11-14-16-17-22-30-32-33-34-41-45-54-57-63-64-65-81-82-93,11619796,2,50,225,1560,14224,10,1,11,14,16,17,22,30,32,33,34,41,45,54,57,63,64,65,81,82,93
1253,2007-11-19,"[4, 19, 25, 30, 39, 40, 49, 50, 51, 53, 55, 67, 68, 75, 76, 80, 81, 90, 94, 96]",04-19-25-30-39-40-49-50-51-53-55-67-68-75-76-80-81-90-94-96,16277681,1,37,121,689,5369,7,4,19,25,30,39,40,49,50,51,53,55,67,68,75,76,80,81,90,94,96
1254,2007-11-21,"[2, 5, 8, 9, 17, 19, 25, 30, 35, 40, 42, 43, 44, 49, 55, 59, 72, 74, 75, 94]",02-05-08-09-17-19-25-30-35-40-42-43-44-49-55-59-72-74-75-94,16525382,1,7,52,1333,10745,7,2,5,8,9,17,19,25,30,35,40,42,43,44,49,55,59,72,74,75,94
1255,2007-11-24,"[32, 39, 41, 48, 49, 50, 53, 67, 68, 75, 76, 80, 82, 84, 86, 88, 90, 91, 92, 95]",32-39-41-48-49-50-53-67-68-75-76-80-82-84-86-88-90-91-92-95,16642776,0,34,239,1864,8315,2,32,39,41,48,49,50,53,67,68,75,76,80,82,84,86,88,90,91,92,95
1256,2007-11-26,"[1, 6, 8, 10, 14, 15, 20, 31, 32, 42, 48, 50, 70, 71, 73, 86, 87, 88, 91, 97]",01-06-08-10-14-15-20-31-32-42-48-50-70-71-73-86-87-88-91-97,10654937,3,20,51,836,12103,7,1,6,8,10,14,15,20,31,32,42,48,50,70,71,73,86,87,88,91,97
1257,2007-11-28,"[18, 30, 31, 36, 37, 40, 42, 43, 44, 47, 59, 63, 77, 78, 79, 83, 89, 92, 93, 98]",18-30-31-36-37-40-42-43-44-47-59-63-77-78-79-83-89-92-93-98,9579112,0,28,76,1464,8737,9,18,30,31,36,37,40,42,43,44,47,59,63,77,78,79,83,89,92,93,98
1258,2007-12-01,"[11, 16, 19, 20, 23, 32, 34, 43, 49, 54, 62, 64, 66, 68, 71, 72, 74, 77, 94, 97]",11-16-19-20-23-32-34-43-49-54-62-64-66-68-71-72-74-77-94-97,13100274,3,23,163,630,9763,9,11,16,19,20,23,32,34,43,49,54,62,64,66,68,71,72,74,77,94,97
1259,2007-12-03,"[14, 23, 25, 32, 36, 43, 44, 50, 51, 52, 53, 59, 62, 64, 65, 67, 76, 84, 92, 93]",14-23-25-32-36-43-44-50-51-52-53-59-62-64-65-67-76-84-92-93,14238125,0,25,213,1247,8275,2,14,23,25,32,36,43,44,50,51,52,53,59,62,64,65,67,76,84,92,93
1260,2007-12-05,"[4, 5, 6, 11, 14, 20, 21, 28, 35, 38, 48, 57, 58, 66, 67, 78, 86, 89, 91, 93]",04-05-06-11-14-20-21-28-35-38-48-57-58-66-67-78-86-89-91-93,9119899,0,27,221,1156,6026,10,4,5,6,11,14,20,21,28,35,38,48,57,58,66,67,78,86,89,91,93
